6966.56733956,-8918.81387009,-6515.32896762,12.2228833358,-3390.27956339,-2700.00441637,-368.849754926,398.542751413,-84.1914168731,-1825.31882004
-302.227572393,7116.95841472,-19500.194081,5092.32302596,819.213964555,-365.640851964,3535.26013141,-2658.18185634,910.08215353,-627.618171658
-18674.7083669,2724.13494444,-678.453720491,15714.6599438,-4807.95476947,-8092.59853626,-703.78899989,1980.06568039,435.409790214,-204.678072012
652.698761385,-682.979758602,-2884.440915,51.9141742058,-5337.7246046,-1447.65715766,-1827.37998248,-1931.56748721,154.564602899,-1363.70325905
9767.47810104,-5582.51862587,-5869.88809941,-6255.70897364,-3651.9223685,-5088.7320125,52.0869726746,1556.1813955,-140.049982206,566.549610748
5063.45899835,-839.10930474,-391.444024529,-1055.82555861,-4030.73958836,-4043.44798407,835.204167395,136.956114304,-164.334199646,-9745.09008031
4176.90560056,-4492.67212495,-5597.91632898,10066.5978587,-2933.36064772,-4640.47721343,4902.05513179,-6.0382840695,295.452658868,-7704.4980735
-2965.40929521,-1347.41905132,-15733.9782372,14040.3225037,1362.99029594,4715.03411781,889.803705121,-2039.87580751,616.248172268,-3429.06503056
-1788.51370211,-6008.81273496,4388.34050472,-1149.73756248,-1715.7319218,2349.82507084,1753.2147879,-1409.27678683,257.364855398,647.322053682
-939.138750952,-7142.33616825,-5982.64298016,3882.78174053,-116.118277823,275.825788793,-3031.39546823,175.621538223,-197.911016381,-1554.68459899
9015.96280286,-7807.52212773,2628.90046417,-5730.41548733,-1403.64446892,-5879.84165889,6714.27328751,-742.561502498,-57.3390333296,-8790.28803877
6046.42405629,-5227.03241988,666.730154049,632.937100372,2051.03720699,-9858.50797421,-2749.24906382,693.863327684,-815.433673869,798.452853871
20511.9734734,17575.7409581,1779.39961982,-1200.36040106,28123.9639807,-6882.88050171,-3125.75183516,-10638.9580495,-1270.26100355,2780.63596338
8634.66122208,-3150.17593874,-1744.31841417,3547.99705216,1004.37256393,-8456.12091421,-4552.2212566,2371.74174876,-802.459321945,-618.960765785
10980.2404182,-2868.51135285,7824.66140989,2577.68916879,9500.63550851,-5131.24873766,-168.920558214,5910.36598305,-2392.31047953,-5383.23062589
3402.41365132,-12582.6516704,697.71597449,-9005.28824478,7803.37144538,1546.56568871,4954.78103748,2361.09028517,-799.488386542,3261.3049981
4257.51778483,10503.367103,-2770.381869,203.412515589,6216.52643175,2727.5065492,-1033.1395656,3771.56954792,-1182.62586135,1873.37090726
-4623.65373683,13517.4838671,-1941.23852602,16777.1028954,12198.5434883,2000.52764794,-5052.50768114,-3717.51626683,-221.150172677,1116.51607463
9328.26548737,4554.39226346,92.5973923051,3150.49889042,10159.7513901,-6911.22927064,-6348.60265311,5220.74780379,-2454.7720035,-2256.09015181
-1018.54244735,-4237.39646228,6642.76735703,876.706444087,191.277392522,422.904042277,-1493.29341093,-993.863515849,-41.7514648382,-949.519458056
12356.2429969,-403.165989931,-1401.66641827,-3389.63692321,4487.42708143,1113.53824674,-8424.37883649,5343.63272247,-2108.90757359,4282.27611227
